mo; ;di; ;mi; ;do; ;fr;
Deutsch;404;Musik;MS1;GK;404;Franz�sisch;404;Physik;108
Englisch;404;GK;404;Mathe;404;Englisch;404;Chemie;108
Mathe;404;NWT; ;NWT; ;Deutsch;404;Biologie;108
Mathe;404;NWT; ;NWT; ;Deutsch;404;Biologie;108
Sport;;Chemie;CS2;DEM; ;Kunst;KS2;Französisch;108
Sport;;Deutsch;404;DEM; ;Kunst;KS2;Französisch;108
Physik;PS1;Geographie;140;Mittagspause;;Mittagspause; ; ;
; ; ; ;Geschichte;404;Religion; ; ;
; ; ; ;Geschichte;404;Religion; ; ;
; ; ; ; ; ; ; ; ;
; ; ; ; ; ; ; ; ;
